@relation relation name
@attribute Title string
@attribute Author1 string
@attribute Author2 string
@attribute Author3 string
@attribute Author4 string
@attribute Author5 string
@attribute Author6 string
@attribute Author7 string
@attribute Edition_Type string
@attribute Edition_Month string
@attribute Edition_Year integer
@attribute Reviews integer
@attribute Ratings real
@attribute Genre1 string
@attribute Genre2 string
@attribute Book_Category1 string
@attribute Book_Category2 string
@data
'DC UNIVERSE: REBIRTH DELUXE EDITION','GEOFF JOHNS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','NOV',2016,5,5.0,'FANTASY, SCIENCE FICTION','HORROR','COMICS & MANGAS','NONE'
'MODERN COMPUTER HARDWARE COURSE','MANAHAR LOTIA',' PRADEEP NAIR',' PAYAL LOTIA','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2006,14,3.8,'COMPUTER HARDWARE','HANDHELD DEVICES','COMPUTING','INTERNET & DIGITAL MEDIA'
'MAD ABOUT TRUMP: A BRILLIANT LOOK AT OUR BRAINLESS PRESIDENT','VARIOUS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2017,2,2.9,'HUMOUR (BOOKS)','NONE','HUMOUR','NONE'
'THE WOMAN IN THE WINDOW','A. J. FINN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2018,158,4.0,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE GIRL HE LEFT BEHIND (MILLS & BOON INDIAN AUTHOR COLLECTION)','SHILPA SURAJ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2015,20,4.1,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'INDIRA GANDHI','PUPUL JAYAKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2017,12,3.7,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'STRETCHING ANATOMY','ARNOLD G. NELSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2013,4,5.0,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
'LEARNING WEB DESIGN 4E','JENNIFER N. ROBBINS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2012,17,4.0,'XHTML SOFTWARE PROGRAMMING','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'WINTER OF THE WORLD: BOOK TWO OF THE CENTURY TRILOGY','KEN FOLLETT','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','AUG',2014,41,4.3,'CONTEMPORARY FICTION (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE HAUNTING OF HILL HOUSE (PENGUIN MODERN CLASSICS)','SHIRLEY JACKSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2009,14,4.0,'HORROR (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'COMMON MISTAKES IN ENGLISH, 6E','FITIKIDES','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2010,11,4.0,'LANGUAGE, LINGUISTICS','WRITING','LANGUAGE','LINGUISTICS & WRITING'
'DOG MAN','DAV PILKEY','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','FEB',2017,22,4.4,'COMICS','MANGAS','COMICS & MANGAS','NONE'
"WOMEN'S STUDIES IN INDIA: A READER",'MARY E. JOHN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2008,7,4.2,'ESSAYS (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'BRAZEN: REBEL LADIES WHO ROCKED THE WORLD','PÉNÉLOPE BAGIEU','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAR',2018,3,5.0,'COMICS','MANGAS','HUMOUR','NONE'
'NEVER GO BACK (JACK REACHER)','LEE CHILD','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2014,69,3.8,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'DRAGON MASTERS #2: SAVING THE SUN DRAGON','TRACEY WEST','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,3,4.6,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'STATISTICAL ANALYSIS WITH EXCEL FOR DUMMIES (FOR DUMMIES SERIES)','JOSEPH SCHMULLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2013,2,2.9,'SOFTWARE','BUSINESS APPLICATIONS','COMPUTING','INTERNET & DIGITAL MEDIA'
'DEATH OF DEMOCRACY, THE','BENJAMIN CARTER HETT','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2019,1,5.0,'POLITICAL IDEOLOGIES (BOOKS)','NONE','POLITICS','NONE'
'COLOURING BOOK OF ANIMALS','MAPLE PRESS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2014,6,4.0,'VISUAL ARTS','NONE','ARTS','FILM & PHOTOGRAPHY'
"THE GIRL WHO KICKED THE HORNET'S NEST - BOOK 3: 2015-06-09 (A DRAGON TATTOO STORY)",'STIEG LARRSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2015,61,4.5,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'CAREER OF EVIL: CORMORAN STRIKE BOOK 3: 42481','ROBERT GALBRAITH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,128,4.0,'ROMANCE (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE JOKER: DEATH OF THE FAMILY (THE NEW 52)','SCOTT SNYDER','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','OCT',2013,5,4.5,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'CLASSIC WESTERNS (LEATHER-BOUND CLASSICS)','OWEN WISTER',' WILLA CATHER',' ZANE GREY',' MAX BRAND','NONE','NONE','NONE','LEATHER BOUND','OCT',2017,1,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'OMNIBUS 8: ASTERIX AND THE GREAT CROSSING, OBELIX AND CO, ASTERIX IN BELGIUM','RENÉ GOSCINNY',' ALBERT UDERZO','NONE','NONE','NONE','NONE','NONE','HARDCOVER','SEP',2013,12,4.8,'COMICS','MANGAS','COMICS & MANGAS','NONE'
"FOUCAULT'S PENDULUM",'UMBERTO ECO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2001,10,3.7,'HORROR (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'THE COUNT OF MONTE CRISTO (PENGUIN CLOTHBOUND CLASSICS)','ROBIN BUSS','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','AUG',2013,9,4.1,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'PATAUDI : NAWAB OF CRICKET','SURESH MENON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2013,10,4.7,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'THE NEW CONFESSIONS OF AN ECONOMIC HIT MAN: HOW AMERICA REALLY TOOK OVER THE WORLD','JOHN PERKINS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2018,2,4.5,'GOVERNMENT (BOOKS)','NONE','ACTION & ADVENTURE','NONE'
'OXFORD PICTURE DICTIONARY: MONOLINGUAL (AMERICAN ENGLISH) DICTIONARY: PICTURE THE JOURNEY TO SUCCESS','JAYME ADELSON-GOLDSTEIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2016,10,4.7,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
'FREDERICA','GEORGETTE HEYER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2013,9,4.5,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'THE THIRTY NINE STEPS (HEROES & VILLAINS) (VINTAGE HEROES & VILLIANS)','JOHN BUCHAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2018,4,4.7,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE ART OF WRIST SPIN BOWLING','PETER PHILPOTT',' KEITH ANDREW','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',1997,1,5.0,'CRICKET (BOOKS)','NONE','SPORTS','NONE'
'JAVA 9 CONCURRENCY COOKBOOK -','JAVIER FERNANDEZ GONZALEZ','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2017,1,4.0,'PROGRAMMING LANGUAGES (BOOKS)','NONE','COMPUTING','INTERNET & DIGITAL MEDIA'
'GUARDIANS OF BEING','ECKHART TOLLE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2011,6,3.6,'MENTAL','SPIRITUAL HEALING','COMICS & MANGAS','NONE'
'THE ROSIE EFFECT','GRAEME SIMSION','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2015,15,4.2,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
"THE FACEBOOK EFFECT: THE REAL INSIDE STORY OF MARK ZUCKERBERG AND THE WORLD'S FASTEST GROWING COMPANY",'DAVID KIRKPATRICK','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2011,16,4.3,'INDUSTRIES','BUSINESS SECTORS','COMPUTING','INTERNET & DIGITAL MEDIA'
'SUPER 30','ANAND KUMAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,129,4.6,'ENGINEERING','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'COLLOQUIAL TAMIL: THE COMPLETE COURSE FOR BEGINNERS (COLLOQUIAL SERIES)','R.E. ASHER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2002,2,5.0,'FOREIGN LANGUAGES','NONE','LANGUAGE','LINGUISTICS & WRITING'
'TELL TALE','JEFFREY ARCHER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',2017,138,4.4,'SHORT STORIES (BOOKS)','NONE','CRIME','THRILLER & MYSTERY'
'ALBERT EINSTEIN: A BIOGRAPHY','ALICE CALAPRICE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2012,48,4.2,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'MIGHTY MORPHIN POWER RANGERS DRAGON DAGGER AND STICKER BOOK (MINIATURE EDITIONS)','RUNNING PRESS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2016,2,2.9,'FILM','TELEVISION','HUMOUR','NONE'
'DEATH CLOUD (YOUNG SHERLOCK HOLMES)','ANDREW LANE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2014,3,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'MINI SHOPAHOLIC (SHOPAHOLIC BOOK 6)','SOPHIE KINSELLA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2019,8,3.4,'CONTEMPORARY FICTION (BOOKS)','NONE','ROMANCE','NONE'
'AN ARTIST OF THE FLOATING WORLD','KAZUO ISHIGURO','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','MAR',2013,13,4.3,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'BEFORE MEMORY FADES: AN AUTOBIOGRAPHY','FALI S. NARIMAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2012,85,4.5,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'TENDER IS THE NIGHT','F. SCOTT FITZGERALD','NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','NOV',2017,16,3.9,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'BLUE MONDAY: A FRIEDA KLEIN NOVEL (1)','NICCI FRENCH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2012,1,4.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
"DON'T DISTURB THE DEAD: THE STORY OF THE RAMSAY BROTHERS",'SHAMYA DASGUPTA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2017,21,4.3,'CINEMA','BROADCAST','ARTS','FILM & PHOTOGRAPHY'
'GEMINA: THE ILLUMINAE FILES: BOOK 2 (ILLUMINAE FILES 2)','JAY KRISTOFF','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2016,18,4.7,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE CONCISE 48 LAWS OF POWER (THE ROBERT GREENE COLLECTION)','ROBERT GREENE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2002,74,4.3,'RHETORIC','SPEECH','LANGUAGE','LINGUISTICS & WRITING'
'RIG IT RIGHT! MAYA ANIMATION RIGGING CONCEPTS, 2ND EDITION',"TINA O'HAILEY",'NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2018,1,4.0,'GRAPHICS','VISUALIZATION','ARTS','FILM & PHOTOGRAPHY'
'THE TOKYO ZODIAC MURDERS (PUSHKIN VERTIGO)','SOJI SHIMADA',' ROSS MACKENZIE',' SHIKA MACKENZIE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2015,4,3.9,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'AN UNQUIET MIND: A MEMOIR OF MOODS AND MADNESS','KAY REDFIELD JAMISON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2011,9,4.6,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
"THE ADVENTURES OF TINTIN: KING OTTOKAR'S SCEPTRE",'HERGE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2013,37,4.7,'COMICS','MANGAS','COMICS & MANGAS','NONE'
'MOUNTAINEERING: THE FREEDOM OF THE HILLS','THE MOUNTAINEERS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2008,1,5.0,'OUTDOOR SURVIVAL SKILLS (BOOKS)','NONE','SPORTS','NONE'
'NATIONALISM','RABINDRANATH TAGORE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2015,50,4.3,'POLITICAL IDEOLOGIES (BOOKS)','NONE','POLITICS','NONE'
'OBJECT - ORIENTED ANALYSIS AND DESIGN USING UML: INTRODUCTION TO UNIFIED PROCESS AND DESIGN PATTERNS','MATHA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2008,1,5.0,'COMPUTING, INTERNET','DIGITAL MEDIA','COMPUTING','INTERNET & DIGITAL MEDIA'
'AN AUTOBIOGRAPHY OR THE STORY OF MY EXPERIMENTS WITH TRUTH','M.K GANDHI',' MAHADEV DESAI','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NOV',1982,278,4.3,'POLITICAL IDEOLOGIES (BOOKS)','NONE','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'A SHOT AT HISTORY: MY OBSESSIVE JOURNEY TO OLYMPIC GOLD AND BEYOND','ABHINAV BINDRA',' ROHIT BRIJNATH','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2017,73,4.9,'BIOGRAPHIES','AUTOBIOGRAPHIES','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'NUMERO ZERO','UMBERTO ECO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2016,2,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'POKÉMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 5 (POKEMON)','HIDENORI KUSAKA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2012,1,4.0,'MANGAS','NONE','COMICS & MANGAS','NONE'
'THE DARK TOWER III: THE WASTE LANDS: (VOLUME 3)','STEPHEN KING','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2012,7,3.9,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE PATHER PANCHALI SKETCHBOOK','SATYAJIT RAY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2016,25,4.9,'THEATRE','SPECTACLES','ARTS','FILM & PHOTOGRAPHY'
'PENGUIN WRITERS MANUAL (PENGUIN REFERENCE BOOKS)','STEPHEN CURTIS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2004,1,4.0,'WRITING GUIDES (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'BEYOND BIGGER LEANER STRONGER (THE BUILD MUSCLE, GET LEAN, AND STAY HEALTHY SERIES)','MICHAEL MATTHEWS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2014,6,5.0,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
'THE FIXER','JOE SACCO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2004,5,4.0,'DESIGN','NONE','COMICS & MANGAS','NONE'
'THE ARGUMENTATIVE INDIAN: WRITINGS ON INDIAN HISTORY, CULTURE AND IDENTITY','AMARTYA SEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2006,144,3.9,'ASIAN HISTORY','NONE','POLITICS','NONE'
'THE WRONG SIDE OF GOODBYE (HARRY BOSCH SERIES)','MICHAEL CONNELLY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2017,18,4.6,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'LEGENDARY: THE MAGICAL SUNDAY TIMES BESTSELLING SEQUEL TO CARAVAL','STEPHANIE GARBER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2018,5,4.7,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'TWILIGHT FALLS ON LIBERALISM','RUDRANGSHU MUKHERJEE','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','MAY',2018,2,5.0,'POLITICAL IDEOLOGIES (BOOKS)','NONE','POLITICS','NONE'
'FIRE IN BABYLON','SIMON LISTER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2016,5,4.8,'SPORTING EVENTS','ORGANISATIONS','SPORTS','NONE'
'IGNORANCE','MILAN KUNDERA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','SEP',2003,3,3.4,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'PRO SQL SERVER ON MICROSOFT AZURE','AMIT BANERJEE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2016,1,4.0,'INTRODUCTORY','BEGINNING PROGRAMMING','COMPUTING','INTERNET & DIGITAL MEDIA'
'GLOBAL DISCONTENTS','NOAM CHOMSKY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2018,1,5.0,'MIDDLE EASTERN HISTORY','NONE','POLITICS','NONE'
'ANSIBLE: UP AND RUNNING- AUTOMATING CONFIGURATION MANAGEMENT AND DEPLOYMENT THE EASY WAY','LORIN HOCHSTEIN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2017,1,5.0,'SOFTWARE','BUSINESS APPLICATIONS','COMPUTING','INTERNET & DIGITAL MEDIA'
'FATHERLAND','ROBERT HARRIS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,17,3.8,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'A SIMPLE PLAN','SCOTT SMITH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2006,4,4.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'BEHIND THE BEAUTIFUL FOREVERS: LIFE, DEATH, AND HOPE IN A MUMBAI UNDERCITY','KATHERINE BOO','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2014,20,4.7,'PUBLIC AFFAIRS','NONE','POLITICS','NONE'
'THE SUNIL GAVASKAR OMNIBUS','SUNIL GAVASKAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',1999,4,4.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','SPORTS','NONE'
'SEA OF GREED (THE NUMA FILES)','CLIVE CUSSLER','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','DEC',2018,3,5.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'BONES OF THE HILLS (CONQUEROR)','CONN IGGULDEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2010,7,4.7,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'THE SIEGE: THE ATTACK ON THE TAJ','ADRIAN LEVY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2015,98,4.4,'BIOGRAPHIES, DIARIES','TRUE ACCOUNTS','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'PLAY WITH ME','ANANTH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2014,22,3.8,'INDIAN WRITING (BOOKS)','NONE','ROMANCE','NONE'
'PARTNERS IN CRIME (TOMMY & TUPPENCE 2)','AGATHA CHRISTIE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',2017,13,4.5,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'MARCH: BOOK ONE','JOHN LEWIS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2013,1,5.0,'BIOGRAPHIES','AUTOBIOGRAPHIES','COMICS & MANGAS','NONE'
'AUTOBIOGRAPHY OF MALCOLM X','MALCOLM X','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1987,35,4.0,'CIVIL RIGHTS','NONE','POLITICS','NONE'
'PERILOUS INTERVENTIONS: THE SECURITY COUNCIL AND THE POLITICS OF CHAOS','HARDEEP SINGH PURI','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','AUG',2016,10,4.7,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'THE DARK TOWER IV: WIZARD AND GLASS','STEPHEN KING','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','FEB',2012,2,3.0,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'DEATH NOTE: ANOTHER NOTE (NOVEL)','NISIOISIN','NONE','NONE','NONE','NONE','NONE','NONE','HARDCOVER','FEB',2008,11,4.6,'MANGAS','NONE','POLITICS','NONE'
'HARD CHOICES','HILLARY RODHAM CLINTON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2015,24,4.2,'GOVERNMENT (BOOKS)','NONE','POLITICS','NONE'
'MONSOON (THE COURTNEYS)','WILBUR SMITH','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','OCT',1999,4,4.2,'ACTION','ADVENTURE','CRIME','THRILLER & MYSTERY'
'DEATH CLUTCH: MY STORY OF DETERMINATION, DOMINATION AND SURVIVAL','BROCK LESNAR','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2012,17,4.7,'MARTIAL ARTS (BOOKS)','NONE','SPORTS','NONE'
'HARRY POTTER AND THE CHAMBER OF SECRETS – HUFFLEPUFF EDITION','J.K. ROWLING','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2018,6,3.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'ESSENTIALS OF ENGLISH GRAMMAR & COMPOSITION','N.K. AGGARWALA','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2015,3,4.6,'GRAMMAR (BOOKS)','NONE','LANGUAGE','LINGUISTICS & WRITING'
'THE ULTRA MINDSET','TRAVIS MACY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2015,1,5.0,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
'BELIEVE ME','J. P. DELANEY','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','AUG',2018,2,4.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
"DR. JORDAN METZL'S RUNNING STRONG: THE SPORTS DOCTOR'S COMPLETE GUIDE TO STAYING HEALTHY AND INJURY-FREE FOR LIFE (RUNNERS WORLD)",'JORDAN METZL MD',' CLAIRE KOWALCHIK','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2015,2,5.0,'HEALTHY LIVING','WELLNESS','SPORTS','NONE'
'TINKLE DOUBLE DIGEST NO. 8','ANANT PAI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','NONE',2004,2,3.4,'COMICS','GRAPHIC NOVELS','COMICS & MANGAS','NONE'
'THE SHADOW RIDERS',"LOUIS L'AMOUR",'NONE','NONE','NONE','NONE','NONE','NONE','MASS MARKET PAPERBACK','SEP',1982,2,4.5,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'THE GREAT INDIAN CONSPIRACY','DR. PRAVEEN TIWARI','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAR',2019,6,4.8,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'NO TRESPASSING','BRINDA S. NARAYAN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2019,1,5.0,'CRIME, THRILLER','MYSTERY','CRIME','THRILLER & MYSTERY'
'THE INTERIOR DESIGN REFERENCE & SPECIFICATION BOOK: EVERYTHING INTERIOR DESIGNERS NEED TO KNOW EVERY DAY (INDISPENSABLE GUIDE)',"LINDA O'SHEA",' CHRIS GRIMLEY',' MIMI LOVE','NONE','NONE','NONE','NONE','PAPERBACK','JUL',2013,8,4.0,'DESIGN','FASHION','ARTS','FILM & PHOTOGRAPHY'
"MUSIC LAW IN THE DIGITAL AGE: COPYRIGHT ESSENTIALS FOR TODAY'S MUSIC BUSINESS",'ALLEN BARGFREDE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','MAY',2017,1,5.0,'MUSIC BOOKS','NONE','HUMOUR','NONE'
'ONE LITTLE MISTAKE','EMMA CURTIS','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JUN',2017,1,4.0,'ROMANCE (BOOKS)','NONE','ROMANCE','NONE'
'WEIRDOS FROM ANOTHER PLANET (CALVIN AND HOBBES COLLECTION)','BILL WATTERSON','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',1990,3,5.0,'COMICS','MANGAS','HUMOUR','NONE'
"CLOSING OF THE AMERICAN MIND: HOW HIGHER EDUCATION HAS FAILED DEMOCRACY AND IMPOVERISHED THE SOULS OF TODAY'S STUDENTS",'ALLAN BLOOM','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,1,5.0,'POLITICAL IDEOLOGIES (BOOKS)','NONE','POLITICS','NONE'
'THE STRANGER','HARLAN COBEN','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2016,3,2.7,'ACTION','ADVENTURE','ACTION & ADVENTURE','NONE'
'LETTERS TO A YOUNG POET (PENGUIN CLASSICS)','RAINER MARIA RILKE','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','APR',2012,4,3.6,'DIARIES, LETTERS','JOURNALS','BIOGRAPHIES','DIARIES & TRUE ACCOUNTS'
'DICTIONARY OF LAW (OXFORD QUICK REFERENCE)','O.U.P','NONE','NONE','NONE','NONE','NONE','NONE','PAPERBACK','JAN',2013,12,3.5,'DICTIONARIES','NONE','LANGUAGE','LINGUISTICS & WRITING'
